"objectid","2name","name","gis_acres","park_type","address","owner","source_id","source","source_dt","src_notes"
"1814","CARMEL VALLEY OS","Carmel Valley Open Space","0.96502222","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1815","MISSION TRAILS OS","Mission Trails Open Space","2.67382018","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1816","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","1.67819910","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1817","OTAY MESA OS","Otay Mesa Open Space","0.90874130","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1818","OTAY MESA OS","Otay Mesa Open Space","0.90839125","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1819","SABRE SPRINGS OS","Sabre Springs Open Space","0.72159672","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1820","BLACK MOUNTAIN OS PARK","Black Mountain Open Space Park","2.00553845","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1821","SYCAMORE CANYON OS","Sycamore Canyon Open Space","20.26613269","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1822","SYCAMORE CANYON OS","Sycamore Canyon Open Space","91.75221873","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1823","SYCAMORE CANYON OS","Sycamore Canyon Open Space","120.61747389","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1824","SYCAMORE CANYON OS","Sycamore Canyon Open Space","7.82098566","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1825","SYCAMORE CANYON OS","Sycamore Canyon Open Space","1.67203584","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1826","SYCAMORE CANYON OS","Sycamore Canyon Open Space","23.95115940","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1827","MISSION TRAILS OS","Mission Trails Open Space","5.60751902","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1828","LEXINGTON CANYON OS","Lexington Canyon Open Space","0.24705349","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1829","NAVAJO CANYON OS PARK","Navajo Canyon Open Space Park","75.75487521","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1830","TIERRASANTA OS","Tierrasanta Open Space","1.67095142","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1831","TIERRASANTA OS","Tierrasanta Open Space","0.93008850","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1832","TIERRASANTA OS","Tierrasanta Open Space","0.57189127","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1833","TIERRASANTA OS","Tierrasanta Open Space","5.53927670","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1834","BATTLE MOUNTAIN OS","Battle Mountain Open Space","1.62265613","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1835","OTAY MESA OS","Otay Mesa Open Space","4.15726085","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1836","BATTLE MOUNTAIN OS","Battle Mountain Open Space","14.35616892","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1837","BATTLE MOUNTAIN OS","Battle Mountain Open Space","4.99209897","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1838","SAN PASQUAL TRAILS OS","San Pasqual Trails Open Space","17.91566413","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1839","RANCHO DEL ORO PARK","Rancho Del Oro Park","14.32122888","Local","COLLEGE AND EMPRESSA","City of Oceanside","","City of Oceanside","0716","Community Park"
"1840","WOMEN'S CLUB PARK","Women'S Club Park","0.43601584","Local","MISSION AND BROOKS","City of Oceanside","","City of Oceanside","0716","Community Park"
"1841","MARSHALL ST SWIM CTR & PARK","Marshall St Swim Ctr & Park","3.03211548","Local","1404 MARSHAL STREET","City of Oceanside","","City of Oceanside","0716","Community Center & Park"
"1842","BUCCANEER PARK","Buccaneer Park","6.80146614","Local","1506 SOUTH PACIFIC STREET","City of Oceanside","","City of Oceanside","0716","Community Park"
"1843","BOYS' & GIRLS' CLUB","Boys' & Girls' Club","1.13789844","Local"," ","City of Oceanside","","City of Oceanside","0716","Special Use"
"1844","CAPISTRANO PARK","Capistrano Park","11.05125561","Local","770 CAPISTRANO DRIVE","City of Oceanside","","City of Oceanside","0716","Community Park"
"1845","TECOLOTE CANYON NATURAL OS PARK","Tecolote Canyon Natural Open Space Park","65.22875900","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1846","CANYON HILLS OS","Canyon Hills Open Space","0.11286994","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1847","CARMEL VALLEY OS","Carmel Valley Open Space","0.50616120","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1848","CANYON HILLS OS","Canyon Hills Open Space","0.14875397","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1849","CARMEL MOUNTAIN OS","Carmel Mountain Open Space","0.96125894","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1850","TIERRASANTA OS","Tierrasanta Open Space","100.33808101","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1851","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","33.60664803","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1852","CANYON HILLS OS","Canyon Hills Open Space","0.07483178","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1853","CARMEL VALLEY CVREP","Carmel Valley Cvrep","9.16640511","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1854","SWITZER OS","Switzer Open Space","0.23650603","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1855","ENCANTO EXPRESSWAY OS","Encanto Expressway Open Space","0.77540530","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1856","OTAY MESA OS","Otay Mesa Open Space","41.28047684","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1857","LEXINGTON CANYON OS","Lexington Canyon Open Space","0.24273555","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1858","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","4.63798523","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1859","CARROLL CANYON OS","Carroll Canyon Open Space","10.22813008","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1860","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","3.97398414","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1861","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","0.54613375","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1862","PASATIEMPO PARK WEST OS","Pasatiempo Park West Open Space","5.24433185","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1863","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","0.41543597","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1864","MISSION TRAILS OS","Mission Trails Open Space","162.83117220","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1865","CANYON HILLS OS","Canyon Hills Open Space","0.14980722","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1866","DEL MAR MESA OS","Del Mar Mesa Open Space","14.24983222","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1867","CANYON HILLS OS","Canyon Hills Open Space","0.08167644","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1868","34TH ST CANYON OS","34th St Canyon Open Space","0.16986056","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1869","CARROLL CANYON OS","Carroll Canyon Open Space","7.05787708","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1870","CANYON HILLS OS","Canyon Hills Open Space","0.08784087","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1871","CARMEL VALLEY OS","Carmel Valley Open Space","2.72221972","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1872","34TH ST CANYON OS","34th St Canyon Open Space","0.11474713","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1873","CHOLLAS RADIO SYSTEM OS","Chollas Radio System Open Space","32.68009628","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1874","OTAY MESA OS","Otay Mesa Open Space","24.41047444","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1875","OTAY MESA OS","Otay Mesa Open Space","7.00088604","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1876","OTAY MESA OS","Otay Mesa Open Space","7.60906668","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1877","SERRA MESA OS","Serra Mesa Open Space","4.42949101","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1878","MISSION TRAILS OS","Mission Trails Open Space","8.63749544","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1879","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","5.00923590","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1880","LA JOLLA OS","La Jolla Open Space","5.86159354","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1881","CARMEL VALLEY OS","Carmel Valley Open Space","8.49718937","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1882","MISSION TRAILS OS","Mission Trails Open Space","0.66931441","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1883","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","58.18314303","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1884","SABRE SPRINGS OS","Sabre Springs Open Space","6.77151890","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1885","MARIAN BEAR OS PARK","Marian Bear Open Space Park","0.11285557","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1886","34TH ST CANYON OS","34th St Canyon Open Space","0.07966185","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1887","UPTOWN OS","Uptown Open Space","1.15688143","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1888","CLEAR. SITE 536","Clear. Site 536","1.61523458","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1889","BLACK MOUNTAIN OS PARK","Black Mountain Open Space Park","3.30825319","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1890","SORRENTO HILLS OS","Sorrento Hills Open Space","12.41937970","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1891","VALENCIA CANYON OS","Valencia Canyon Open Space","10.72982303","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1892","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","5.13439085","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1893","ENCANTO EXPRESSWAY OS","Encanto Expressway Open Space","0.83479109","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1894","CANYON HILLS OS","Canyon Hills Open Space","0.11244372","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1895","CANYON HILLS OS","Canyon Hills Open Space","0.14026546","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1896","34TH ST CANYON OS","34th St Canyon Open Space","0.05171226","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1897","MISSION HILLS OS PARK","Mission Hills Open Space Park","0.66386517","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1898","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","13.15469556","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1899","CARMEL MOUNTAIN OS","Carmel Mountain Open Space","0.95993044","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1900","TECOLOTE CANYON NATURAL OS PARK","Tecolote Canyon Natural Open Space Park","50.63133819","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1901","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","1.02928663","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1902","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","5.22769776","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1903","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","4.06562147","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1904","LOS PENASQUITOS","Los Penasquitos","22.18578795","Other"," ","City of San Diego","","City of San Diego","0516","DESIGNATED"
"1905","SWITZER OS","Switzer Open Space","0.53542737","Other"," ","City of San Diego","","City of San Diego","0516","Designated"
"1906","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","8.70249528","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1907","PENASQUITOS OS","Penasquitos Open Space","1.23572096","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1908","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","9.52505270","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1909","JOHN LANDES PARK","John Landes Park","10.39167797","Local","2855 CEDAR ROAD","City of Oceanside","","City of Oceanside","0716","Community Center & Park"
"1910","PALISADES PARK","Palisades Park","5.73066793","Local","RANCHO DEL ORO AND VISTA DEL ORO","City of Oceanside","","City of Oceanside","0716","Community Park"
"1911","CHOLLAS RADIO SYSTEM OS","Chollas Radio System Open Space","0.40927174","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1912","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","3.09658877","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
