"objectid","2name","name","gis_acres","park_type","address","owner","source_id","source","source_dt","src_notes"
"2456","SABRE SPRINGS OS","Sabre Springs Open Space","1.18784083","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2457","PENASQUITOS LAGOON OS","Penasquitos Lagoon Open Space","15.20038182","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2458","SWITZER OS","Switzer Open Space","0.48544734","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2459","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","120.86720509","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2460","JOSEPH CARRASCO PARK","Joseph Carrasco Park","3.43715508","Local","SKYLARK DRIVE & PARTRIDGE","City of Oceanside","","City of Oceanside","0716","Community Park"
"2461","SOCAL SPORT FIELDS","Socal Sport Fields","96.96802568","Local","EL CORAZON","City of Oceanside","","City of Oceanside","0716","Community Park"
"2462","RADIO CANYON EXTENSION OS","Radio Canyon Extension Os","0.54572435","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2463","LIBBY LAKE PARK","Libby Lake Park","14.52649982","Local","424 CALLE MONTECITO","City of Oceanside","","City of Oceanside","0716","Community Park"
"2464","BUDDY TODD PARK","Buddy Todd Park","17.88710646","Local","MESA DRIVE AND PARNASSUS CIRCLE","City of Oceanside","","City of Oceanside","0716","Community Park"
"2465","MARIAN BEAR OS PARK","Marian Bear Os Park","77.39529743","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2466","MARIAN BEAR OS PARK","Marian Bear Os Park","22.82859658","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2467","MARIAN BEAR OS PARK","Marian Bear Os Park","1.87661568","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2468","MARIAN BEAR OS PARK","Marian Bear Os Park","1.27580085","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2469","34TH ST CANYON OS","34th St Canyon Open Space","0.06689415","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2470","CERVANTES CANYON OS","Cervantes Canyon Open Space","2.56964205","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2471","34TH ST CANYON OS","34th St Canyon Open Space","0.28142930","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2472","34TH ST CANYON OS","34th St Canyon Open Space","0.05062803","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2473","CLEAR. SITE 642","Clear. Site 642","0.15280729","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2474","ROSE CANYON OS","Rose Canyon Open Space","22.92963983","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2475","OTAY MESA OS","Otay Mesa Open Space","0.90904357","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2476","CLEAR. SITE 761","Clear. Site 761","0.75122585","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2477","CHOLLAS RADIO SYSTEM OS","Chollas Radio System Open Space","1.47202032","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2478","34TH ST CANYON OS","34th St Canyon Open Space","0.06829039","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2479","LA JOLLA OS","La Jolla Open Space","0.17386646","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2480","MISSION TRAILS OS","Mission Trails Open Space","311.66495423","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2481","CLEAR. SITE 536","Clear. Site 536","0.34127073","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2482","LEXINGTON CANYON OS","Lexington Canyon Open Space","0.79221999","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2483","TECOLOTE CANYON NATURAL OS PARK","Tecolote Canyon Natural Open Space Park","7.62499930","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2484","MISSION TRAILS OS","Mission Trails Open Space","52.86990532","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2485","OTAY MESA OS","Otay Mesa Open Space","22.67946129","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2486","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","4.03281722","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2487","ALBATROSS CANYON OS","Albatross Canyon Open Space","0.20171266","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2488","CLEAR. SITE 073","Clear. Site 073","0.54227403","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2489","AMERICANIZATION SCHOOL","Americanization School","0.34999108","Local","1210 DIVISION STREET","City of Oceanside","","City of Oceanside","0716","Community Park"
"2490","ROSE CANYON OS","Rose Canyon Os","5.44192790","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2491","MARIAN BEAR OS PARK","Marian Bear Os Park","3.38601445","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2492","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","6.62825486","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2493","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","4.21055467","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2494","ALAMOSA PARK","Alamosa Park","6.65887440","Local","MESA DR AND ALAMOSA DR","City of Oceanside","","City of Oceanside","0716","Community Park"
"2495","SCRIPPS MIRAMAR OS","Scripps Miramar Os","0.50799020","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2496","LA JOLLA OS","La Jolla Os","16.50873653","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2497","MARIAN BEAR OS PARK","Marian Bear Os Park","42.69135107","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2498","CARMEL VALLEY OS","Carmel Valley Os","3.99012576","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2499","CARMEL VALLEY OS","Carmel Valley Os","13.73958233","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2500","MISSION VALLEY PRESERVE","Mission Valley Preserve","0.61816297","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2501","UPTOWN OS","Uptown Os","1.79034224","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2502","UPTOWN OS","Uptown Os","1.69600103","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2503","LEXINGTON CANYON OS","Lexington Canyon Open Space","0.39386114","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2504","OTAY MESA OS","Otay Mesa Open Space","0.90839384","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2505","ROSE CANYON OS","Rose Canyon Open Space","0.12904122","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2506","LOS PENASQUITOS CANYON VERNAL POOL OS","Los Penasquitos Canyon Vernal Pool Open Space","9.88789088","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2507","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","10.85649849","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2508","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","19.27829130","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2509","34TH ST CANYON OS","34th St Canyon Open Space","4.49699312","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2510","SWITZER OS","Switzer Os","1.80731340","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2511","34TH ST CANYON OS","34th St Canyon Open Space","1.22019693","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2512","34TH ST CANYON OS","34th St Canyon Open Space","1.43419810","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2513","RANCHO MISSION CANYON OS","Rancho Mission Canyon Open Space","76.59003038","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2514","OTAY MESA OS","Otay Mesa Open Space","9.70479435","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2515","Vista Sports Park","Vista Sports Park","31.47780574","Local","1600 Sports Park Way","City of Vista","","City of Vista","1116"," "
"2516","Bub Williamson Park","Bub Williamson Park","9.78899276","Local","530 Grapevine Rd","City of Vista","","City of Vista","1116"," "
"2517","Rotary Lane","Rotary Lane","0.98676127","Local","Vista Village Dr & Palm Dr","City of Vista","","City of Vista","1116"," "
"2518","Veterans Memorial Park","Veterans Memorial Park","0.94725483","Local","Paseo Santa Fe","City of Vista","","City of Vista","1116"," "
"2519","Soroptomist Parkette","Soroptomist Parkette","0.30024505","Local","Vista Village Dr. at S. Santa Fe Avenue","City of Vista","","City of Vista","1116"," "
"2520","OTAY MESA OS","Otay Mesa Os","5.54797219","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2521","BLACK MOUNTAIN OS PARK","Black Mountain Open Space Park","0.38640657","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2522","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","7.16342182","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2523","ROSE CANYON OS","Rose Canyon Open Space","99.86107424","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2524","CARMEL VALLEY OS","Carmel Valley Open Space","26.25206050","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2525","CARMEL VALLEY OS","Carmel Valley Open Space","3.29875848","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2526","MID-CITY OS","Mid-City Open Space","2.05547393","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2527","UPTOWN OS","Uptown Os","1.74621577","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2528","UNIVERSITY HEIGHTS OS PARK","University Heights Os Park","2.27892478","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2529","CLEAR. SITE 536","Clear. Site 536","13.61151305","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2530","OLD TROLLEY BARN PARK","Old Trolley Barn Park","0.24926025","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2531","34TH ST CANYON OS","34th St Canyon Open Space","3.14506858","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2532","MARLADO HIGHLANDS PARK","Marlado Highlands Park","7.20011087","Local","RIVERTREE AND SOUTHWOOD","City of Oceanside","","City of Oceanside","0716","Community Park"
"2533","FIRESIDE PARK","Fireside Park","3.48635874","Local","251 FIRESIDE STREET","City of Oceanside","","City of Oceanside","0716","Community Park"
"2534","CHOLLAS RADIO SYSTEM OS","Chollas Radio System Os","3.83865024","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2535","OTAY MESA OS","Otay Mesa Open Space","0.54902789","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2536","KENSINGTON HILLSIDES OS","Kensington Hillsides Open Space","1.68117646","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2537","32ND ST CANYON OS","32nd St Canyon Open Space","1.41417038","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2538","MID-CITY OS","Mid-City Os","2.15525613","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2539","EL CORAZON SENIOR CENTER","El Corazon Senior Center","7.76159897","Local","EL CORAZON","City of Oceanside","","City of Oceanside","0716","Community Center"
"2540","PACIFIC ST LINEAR PARK","Pacific St Linear Park","2.62187028","Local","PACIFIC: SURFRIDER TO WISCONSIN","City of Oceanside","","City of Oceanside","0716","Community Park"
"2541","SUNSHINE BROOKS THEATER","Sunshine Brooks Theater","0.23059091","Local","COAST HWY & PIER VIEW","City of Oceanside","","City of Oceanside","0716","Special Use"
"2542","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","7.69324047","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2543","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","5.50034996","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2544","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","1.21584666","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2545","IMPERIAL MARKETPLACE OS","Imperial Marketplace Os","3.91731429","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2546","IMPERIAL MARKETPLACE OS","Imperial Marketplace Os","7.86064809","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2547","TALMADGE HILLSIDES OS","Talmadge Hillsides Open Space","2.79074183","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2548","MISSION TRAILS OS","Mission Trails Open Space","155.39826390","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2549","TECOLOTE CANYON NATURAL OS PARK","Tecolote Canyon Natural Open Space Park","5.40708774","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2550","MISSION VALLEY PRESERVE","Mission Valley Preserve","0.79417153","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2551","SOUTH BAY TERRACES OS","South Bay Terraces Open Space","1.54215107","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2552","CHOLLAS RADIO SYSTEM OS","Chollas Radio System Open Space","1.51165423","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2553","ENCANTO EXPRESSWAY OS","Encanto Expressway Open Space","0.92461812","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2554","MISSION HILLS OS PARK","Mission Hills Open Space Park","0.07129199","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2555","MID-CITY OS","Mid-City Open Space","1.31680846","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2556","ALBATROSS CANYON OS","Albatross Canyon Open Space","0.23427446","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2557","MAPLE CANYON OS","Maple Canyon Open Space","0.11886705","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2558","CARMEL VALLEY OS","Carmel Valley Os","4.36385619","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2559","CESAR CHAVEZ PARK","Cesar Chavez Park","0.13765461","Local","DIVISION STREET","City of Oceanside","","City of Oceanside","0716","Community Park"
"2560","TYSON STREET PARK","Tyson Street Park","1.49421816","Local","206 S STRAND AND TYSON","City of Oceanside","","City of Oceanside","0716","Community Park"
"2561","STRAND BEACH PARK","Strand Beach Park","0.57894457","Local","100 S STRAND AND SEAGAZE","City of Oceanside","","City of Oceanside","0716","Community Park"
"2562","BROOKS ST SWIM CENTER","Brooks St Swim Center","0.71412450","Local","130 BROOKS STREET","City of Oceanside","","City of Oceanside","0716","Community Park"
"2563","RON ORTEGA RECREATION PARK","Ron Ortega Recreation Park","13.38404862","Local","BROOKS AND MAXSON","City of Oceanside","","City of Oceanside","0716","Community Park"
"2564","NORTH CITY WEST OS","North City West Open Space","0.03336261","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2565","BLACK MOUNTAIN OS PARK","Black Mountain Open Space Park","8.07311403","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2566","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","3.78178613","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2567","MAPLE CANYON OS","Maple Canyon Open Space","0.22599768","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2568","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","5.19075816","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2569","34TH ST CANYON OS","34th St Canyon Open Space","0.05373145","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2570","CHOLLAS CREEK OS","Chollas Creek Open Space","0.50849814","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2571","LEXINGTON CANYON OS","Lexington Canyon Open Space","1.04437964","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2572","CARMEL VALLEY OS","Carmel Valley Open Space","0.54945838","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2573","MISSION TRAILS OS","Mission Trails Open Space","0.12622256","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2574","SABRE SPRINGS OS","Sabre Springs Open Space","1.06401042","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2575","CANYON HILLS OS","Canyon Hills Open Space","0.83696570","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2576","TIERRASANTA OS","Tierrasanta Open Space","4.03769598","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2577","TIERRASANTA OS","Tierrasanta Open Space","0.30566713","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2578","MISSION TRAILS OS","Mission Trails Open Space","0.31894041","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2579","MANCE BUCHANON PARK","Mance Buchanon Park","43.34175988","Local","425 COLLEGE BLVD","City of Oceanside","","City of Oceanside","0716","Community Park"
"2580","BLACK MOUNTAIN OS PARK","Black Mountain Open Space Park","1.55483008","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2581","OTAY MESA OS","Otay Mesa Open Space","17.14650481","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2582","LION'S CLUB PARK","Lion'S Club Park","0.37816672","Local","CASSIDY AND BROADWAY","City of Oceanside","","City of Oceanside","0716","Community Park"
"2583","TECOLOTE CANYON NATURAL OS PARK","Tecolote Canyon Natural Open Space Park","0.17314215","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2584","SABRE SPRINGS OS","Sabre Springs Open Space","26.06013053","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2585","UPTOWN OS","Uptown Open Space","0.08641056","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2586","LA ZANJA CANYON OS","La Zanja Canyon Open Space","61.62476236","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2587","CARMEL VALLEY OS","Carmel Valley Open Space","1.31545537","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2588","SAN PASQUAL TRAILS OS","San Pasqual Trails Open Space","40.34740115","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2589","CARMEL VALLEY CVREP","Carmel Valley Cvrep","41.87154155","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2590","TIERRASANTA OS","Tierrasanta Open Space","0.09113153","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2591","ROSE CANYON OS","Rose Canyon Open Space","50.13336213","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2592","UPTOWN OS","Uptown Open Space","0.11510969","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2593","UPTOWN OS","Uptown Open Space","0.17266284","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2594","CARMEL VALLEY OS","Carmel Valley Open Space","0.81849934","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2595","CARMEL VALLEY OS","Carmel Valley Os","0.74621710","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2596","BLACK MOUNTAIN OS PARK","Black Mountain Open Space Park","139.71322201","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2597","HERITAGE PARK","Heritage Park","1.49744654","Local","500 PEYRI ROAD","City of Oceanside","","City of Oceanside","0716","Community Park"
"2598","JUNIOR SEAU BEACH COMMUNITY CENTER","Junior Seau Beach Community Center","0.96415937","Local","300 NORTH STRAND","City of Oceanside","","City of Oceanside","0716","Community Center"
"2599","PIER AMPHITHEATER","Pier Amphitheater","0.96612051","Local","300 NORTH STRAND","City of Oceanside","","City of Oceanside","0716","Community Center"
"2600","OAK RIPARIAN PARK","Oak Riparian Park","26.78757859","Local","4625 LAKE BOULEVARD","City of Oceanside","","City of Oceanside","0716","Community Park"
"2601","SOUTH OCEANSIDE SCHOOL PARK","South Oceanside School Park","3.34643114","Local","CASSIDY AND STEWART","City of Oceanside","","City of Oceanside","0716","Community Park"
"2602","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","8.19614716","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2603","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","5.73646762","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2604","OTAY MESA OS","Otay Mesa Open Space","0.97855256","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2605","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","5.04373279","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2606","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","0.34773657","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2607","MISSION TRAILS OS","Mission Trails Open Space","83.07678024","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2608","TIERRASANTA OS","Tierrasanta Open Space","7.03451739","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2609","LA JOLLA OS","La Jolla Open Space","2.65691298","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2610","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","0.61189982","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2611","BLACK MOUNTAIN OS PARK","Black Mountain Open Space Park","80.75228413","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2612","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","3.05399540","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2613","CARMEL VALLEY OS","Carmel Valley Open Space","211.95874137","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2614","CARMEL VALLEY OS","Carmel Valley Open Space","44.91073965","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2615","OTAY MESA OS","Otay Mesa Open Space","12.49202356","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2616","OTAY MESA OS","Otay Mesa Open Space","0.90873106","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2617","CANYON HILLS OS","Canyon Hills Open Space","0.10932785","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2618","ALBATROSS CANYON OS","Albatross Canyon Open Space","1.98295695","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2619","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","0.80335329","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2620","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","1.24928313","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2621","CANYON HILLS OS","Canyon Hills Open Space","0.13182805","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2622","CANYON HILLS OS","Canyon Hills Open Space","0.12084585","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2623","OTAY MESA OS","Otay Mesa Os","11.54264640","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2624","OTAY MESA OS","Otay Mesa Os","14.34116220","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"2625","Felicita Park","Felicita County Park","51.96270711","Regional","742 Clarence Lane, Escondido, CA 92025","County DPR","DPR-PRK-100001","County of San Diego","0621","Regional Park"
"2626","Flinn Springs Park","Flinn Springs County Park","73.13024954","Regional","14787 Old Highway 80, El Cajon, CA 92021","County DPR","DPR-PRK-100002","County of San Diego","0621","Regional Park"
"2627","Goodland Acres Park","Goodland Acres County Park","1.34529802","Local","8848 Troy St., Spring Valley, CA 91977","County DPR","DPR-PRK-100004","County of San Diego","0621","Local Park"
"2628","Gopher Canyon Preserve","Gopher Canyon County Preserve","23.85792882","Open Space","3151 Gopher Canyon Road, Vista, CA 92084","County DPR","DPR-PRK-100005","County of San Diego","0621","Open Space Preserve"
"2629","Greenfield Preserve","Greenfield County Preserve","17.38780371","Open Space","16118D 4S Ranch Parkway, San Diego, CA 92127","County DPR","DPR-PRK-100006","County of San Diego","0621","Open Space Preserve"
"2630","Blue Sky Ecological Reserve","Blue Sky Ranch Ecological Reserve","83.76671789","Open Space","16275 Espola Road, Poway, CA 92064","County DPR","DPR-PRK-100007","County of San Diego","0621","Ecological Reserve"
"2631","Agua Caliente Park","Agua Caliente County Park","791.17130939","Regional","39555 Great Southern Overland Stage Route of 1849,","County DPR","DPR-PRK-100012","County of San Diego","0621","Regional Park"
"2632","Stoneridge Preserve","Stoneridge County Preserve","247.48896602","Open Space","1400 Stoneridge Road, El Cajon, CA 92021","County DPR","DPR-PRK-100013","County of San Diego","0621","Open Space Preserve"
"2633","Bancroft Park and Rock House","Bancroft County Park and Rock House","4.38772155","Local","3542 James Circle, Spring Valley, CA 91977","County DPR","DPR-PRK-100014","County of San Diego","0621","Local Park"
"2634","Christopher Hill Preserve","Christopher Hill County Preserve","69.32336105","Open Space","16118D 4S Ranch Parkway, San Diego, CA 92127","County DPR","DPR-PRK-100016","County of San Diego","0621","Open Space Preserve"
"2635","Clemmens Lane Park","Clemmens Lane County Park","0.54361484","Local","344 Clemmens Lane, Fallbrook, CA 92028","County DPR","DPR-PRK-100017","County of San Diego","0621","Local Park"
"2636","Cole Grade Park","Cole Grade Park","8.06859279","Local","28600 School Bus Lane, Valley Center, CA 92082","County DPR","DPR-PRK-100018","County of San Diego","0621","Local Park"
"2637","Borrego Springs Park","Borrego Springs County Park","15.97915151","Open Space","2600 Country Club Road, Borrego Springs, CA 92004","County DPR","DPR-PRK-100019","County of San Diego","0621","Open Space Preserve"
"2638","Boulder Oaks Preserve","Boulder Oaks County Preserve","2019.36271665","Open Space","15140 Mussey Grade Road, Ramona, CA 92065","County DPR","DPR-PRK-100021","County of San Diego","0621","Open Space Preserve"
"2639","Campo Stone Store","Campo Stone Store","0.82002943","Historic","31130 State Highway 94, Campo, CA 92006","County DPR","DPR-PRK-100022","County of San Diego","0621","Historic Site"
"2640","Chocolate Summit Preserve","Chocolate Summit County Preserve","0.22821193","Open Space","9681 Chocolate Summit Drive, El Cajon, CA 91901","County DPR","DPR-PRK-100023","County of San Diego","0621","Open Space Preserve"
"2641","Collier Park","Collier County Park","8.14913889","Local","626 E. St., Ramona, CA 92065","County DPR","DPR-PRK-100024","County of San Diego","0621","Local Park"
"2642","Cottonwood Park","Cottonwood County Park","5.45120452","Local","2139 Windriver Road, El Cajon, CA 92019","County DPR","DPR-PRK-100025","County of San Diego","0621","Local Park"
"2643","Mission Trails Regional Park","Mission Trails Regional Park","1521.39465871","Regional","One Father Junipero Serra Trail, San Diego, CA 921","City of San Diego","DPR-PRK-100026","County of San Diego","0621","Regional Park"
"2644","Damon Lane Park","Damon Lane County Park","29.87307536","Local","11502 Calle Albara, El Cajon, CA 92019","County DPR","DPR-PRK-100027","County of San Diego","0621","Local Park"
"2645","Del Parque Park","Del Parque County Park","8.73814894","Local","10502 Via Del Parque, Spring Valley, CA 91978","County DPR","DPR-PRK-100028","County of San Diego","0621","Local Park"
"2646","Diamond Trail Preserve","Diamond Trail County Preserve","19.80376940","Open Space","1671 Brighton Glen Road, San Marcos, CA 92078","County DPR","DPR-PRK-100029","County of San Diego","0621","Open Space Preserve"
"2647","Don Dussault Park","Don Dussault County Park","0.73828968","Local","832 Alturas St., Fallbrook, CA 92028","County DPR","DPR-PRK-100030","County of San Diego","0621","Local Park"
"2648","Dos Picos Park","Dos Picos County Park","78.12966815","Regional","17953 Dos Picos Park Road, Ramona, CA 92065","County DPR","DPR-PRK-100031","County of San Diego","0621","Regional Park"
