objectid,Park,alias,park_type,Location,Zip Code
1836,Battle Mountain Os,Battle Mountain Open Space,Open Space, ,92128
1837,Battle Mountain Os,Battle Mountain Open Space,Open Space, ,92128
1838,San Pasqual Trails Os,San Pasqual Trails Open Space,Open Space, ,92025
1840,Women'S Club Park,Women'S Club Park,Local,Mission And Brooks,92109
1844,Capistrano Park,Capistrano Park,Local,770 Capistrano Drive,92058
1845,Tecolote Canyon Natural Os Park,Tecolote Canyon Natural Open Space Park,Open Space, ,92110
1846,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1848,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1849,Carmel Mountain Os,Carmel Mountain Open Space,Open Space, ,92128
1850,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
1851,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
1852,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1853,Carmel Valley Cvrep,Carmel Valley Cvrep,Open Space, ,92130
1860,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
1861,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
1864,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
1865,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1866,Del Mar Mesa Os,Del Mar Mesa Open Space,Open Space, ,92130
1867,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1870,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1878,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
1879,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
1882,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
1885,Marian Bear Os Park,Marian Bear Open Space Park,Open Space, ,92117
1890,Sorrento Hills Os,Sorrento Hills Open Space,Open Space, ,92130
1891,Valencia Canyon Os,Valencia Canyon Open Space,Open Space, ,91977
1892,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
1894,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1895,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1898,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
1899,Carmel Mountain Os,Carmel Mountain Open Space,Open Space, ,92128
1900,Tecolote Canyon Natural Os Park,Tecolote Canyon Natural Open Space Park,Open Space, ,92110
1901,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
1902,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
1903,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
1909,John Landes Park,John Landes Park,Local,2855 Cedar Road,92056
1910,Palisades Park,Palisades Park,Local,Rancho Del Oro And Vista Del Oro,92109
1912,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
1914,Mission Valley Preserve,Mission Valley Preserve,Open Space, ,92110
1915,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
1925,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
1926,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
1927,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1929,Battle Mountain Os,Battle Mountain Open Space,Open Space, ,92128
1930,Paradise Canyon Park,Paradise Canyon Park,Open Space, ,92114
1931,Maple Canyon Os,Maple Canyon Open Space,Open Space, ,92103
1933,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
1934,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1936,Paradise Canyon Park,Paradise Canyon Park,Open Space, ,92114
1937,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
1938,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
1940,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1941,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1943,Del Mar Mesa Mitigation,Del Mar Mesa Mitigation,Open Space, ,92130
1944,Marian Bear Os Park,Marian Bear Open Space Park,Open Space, ,92117
1945,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
1946,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1947,Mission Valley Preserve,Mission Valley Preserve,Open Space, ,92110
1948,Maple Canyon Os,Maple Canyon Open Space,Open Space, ,92103
1952,Navajo Canyon Os Park,Navajo Canyon Open Space Park,Open Space, ,92120
1954,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
1956,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1957,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1958,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1963,San Pasqual Trails Os,San Pasqual Trails Open Space,Open Space, ,92025
1964,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
1965,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1969,Marian Bear Os Park,Marian Bear Open Space Park,Open Space, ,92117
1970,Del Mar Mesa Mitigation,Del Mar Mesa Mitigation,Open Space, ,92130
1975,Mcgonigle Canyon Os,Mcgonigle Canyon Open Space,Open Space, ,92130
1976,Pottery Canyon Natural Os Park,Pottery Canyon Natural Open Space Park,Open Space, ,92111
1978,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
1979,Shaw Valley Os,Shaw Valley Open Space,Open Space, ,92130
1981,Sorrento Hills Os,Sorrento Hills Open Space,Open Space, ,92130
1982,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
1983,Mcgonigle Canyon Os,Mcgonigle Canyon Open Space,Open Space, ,92130
1985,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
1987,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
1988,Otay Mitigation Site,Otay Mitigation Site,Open Space, ,92154
1989,Tecolote Canyon Natural Os Park,Tecolote Canyon Natural Open Space Park,Open Space, ,92110
1990,Maple Canyon Os,Maple Canyon Open Space,Open Space, ,92103
1991,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
1993,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
1994,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
1999,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2000,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2001,Carmel Mountain Os,Carmel Mountain Open Space,Open Space, ,92128
2004,Shaw Valley Os,Shaw Valley Open Space,Open Space, ,92130
2008,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2009,Navajo Canyon Os Park,Navajo Canyon Open Space Park,Open Space, ,92120
2011,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2012,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2013,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2014,Luiseno Park,Luiseno Park,Local,1069 Teal Way; Douglas & Vandergrift,92057
2015,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2016,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2017,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2018,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2019,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2020,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2021,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2030,La Jolla Heights Natural Park,La Jolla Heights Natural Park,Open Space, ,92037
2031,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2034,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2035,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2036,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2037,Tecolote Canyon Natural Os Park,Tecolote Canyon Natural Open Space Park,Open Space, ,92110
2039,South Bay Terraces Os,South Bay Terraces Open Space,Open Space, ,92139
2042,Sandrock Canyon Os Park,Sandrock Canyon Open Space Park,Open Space, ,92123
2044,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2045,Carmel View Renaissance Park Os,Carmel View Renaissance Park Open Space,Open Space, ,92130
2046,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2049,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2052,Shaw Valley Os,Shaw Valley Open Space,Open Space, ,92130
2053,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2054,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2057,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2061,San Pasqual Trails Os,San Pasqual Trails Open Space,Open Space, ,92025
2065,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2068,San Pasqual Trails Os,San Pasqual Trails Open Space,Open Space, ,92025
2070,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2075,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2080,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2084,Tecolote Canyon Natural Os Park,Tecolote Canyon Natural Open Space Park,Open Space, ,92110
2089,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2092,San Pasqual Trails Os,San Pasqual Trails Open Space,Open Space, ,92025
2094,Carmel Valley Cvrep,Carmel Valley Cvrep,Open Space, ,92130
2095,Tecolote Canyon Natural Os Park,Tecolote Canyon Natural Open Space Park,Open Space, ,92110
2096,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2097,Tecolote Canyon Natural Os Park,Tecolote Canyon Natural Open Space Park,Open Space, ,92110
2100,Shaw Valley Os,Shaw Valley Open Space,Open Space, ,92130
2102,Shaw Valley Os,Shaw Valley Open Space,Open Space, ,92130
2103,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2104,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2105,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2107,Sorrento Hills Os,Sorrento Hills Open Space,Open Space, ,92130
2109,Paradise Canyon Park,Paradise Canyon Park,Open Space, ,92114
2110,Tecolote Canyon Natural Os Park,Tecolote Canyon Natural Open Space Park,Open Space, ,92110
2112,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2113,Tecolote Canyon Natural Os Park,Tecolote Canyon Natural Open Space Park,Open Space, ,92110
2114,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2116,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2117,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2118,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2119,Shaw Valley Os,Shaw Valley Open Space,Open Space, ,92130
2124,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2126,Shaw Valley Os,Shaw Valley Open Space,Open Space, ,92130
2128,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2129,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2130,Maple Canyon Os,Maple Canyon Open Space,Open Space, ,92103
2132,Paradise Canyon Park,Paradise Canyon Park,Open Space, ,92114
2135,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2136,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2138,San Pasqual Trails Os,San Pasqual Trails Open Space,Open Space, ,92025
2139,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2141,Mission Valley Preserve,Mission Valley Preserve,Open Space, ,92110
2142,Mission Valley Preserve,Mission Valley Preserve,Open Space, ,92110
2143,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2144,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2145,Paradise Canyon Park,Paradise Canyon Park,Open Space, ,92114
2147,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2148,Carmel Mountain Ranch Os,Carmel Mountain Ranch Open Space,Open Space, ,92128
2150,Rancho Mission Canyon Os,Rancho Mission Canyon Open Space,Open Space, ,92120
2154,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2159,Eugene Place Os,Eugene Place Open Space,Open Space, ,92116
2164,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2165,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2166,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2169,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2170,Del Mar Mesa Os,Del Mar Mesa Open Space,Open Space, ,92130
2171,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2173,Mission Valley Preserve,Mission Valley Preserve,Open Space, ,92110
2174,Mission Valley Preserve,Mission Valley Preserve,Open Space, ,92110
2175,Mission Valley Preserve,Mission Valley Preserve,Open Space, ,92110
2176,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2177,Ludington Heights Os Park,Ludington Heights Open Space Park,Open Space, ,49431
2178,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2179,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2181,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2182,La Zanja Canyon Os,La Zanja Canyon Open Space,Open Space, ,92091
2183,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2186,Chollas Creek Os,Chollas Creek Open Space,Open Space, ,92105
2187,Mission Valley Preserve,Mission Valley Preserve,Open Space, ,92110
2188,Mission Valley Preserve,Mission Valley Preserve,Open Space, ,92110
2189,Maple Canyon Os,Maple Canyon Open Space,Open Space, ,92103
2190,Clear. Site 628,Clear. Site 628,Open Space, ,92117
2191,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2198,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2199,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2206,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2207,Chollas Creek Os,Chollas Creek Open Space,Open Space, ,92105
2209,Sorrento Hills Os,Sorrento Hills Open Space,Open Space, ,92130
2211,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2213,Marian Bear Os Park,Marian Bear Open Space Park,Open Space, ,92117
2216,Tecolote Canyon Natural Os Park,Tecolote Canyon Natural Open Space Park,Open Space, ,92110
2217,Tecolote Canyon Natural Os Park,Tecolote Canyon Natural Open Space Park,Open Space, ,92110
2218,Shaw Valley Os,Shaw Valley Open Space,Open Space, ,92130
2225,Crest Canyon Os Park,Crest Canyon Open Space Park,Open Space, ,92130
2227,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2228,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2229,Del Mar Mesa Mitigation,Del Mar Mesa Mitigation,Open Space, ,92130
2230,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2231,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2233,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2234,Rancho Mission Canyon Os,Rancho Mission Canyon Open Space,Open Space, ,92120
2235,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2236,Clear. Site 675,Clear. Site 675,Open Space, ,92037
2237,Marian Bear Os Park,Marian Bear Open Space Park,Open Space, ,92117
2238,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2239,Shaw Valley Os,Shaw Valley Open Space,Open Space, ,92130
2241,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2242,Rancho Mission Canyon Os,Rancho Mission Canyon Open Space,Open Space, ,92120
2244,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2245,Fairbanks Ranch Country Club,Fairbanks Ranch Country Club,Open Space, ,92067
2249,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2250,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2251,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2252,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2253,Battle Mountain Os,Battle Mountain Open Space,Open Space, ,92128
2255,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2258,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2262,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2263,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2264,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2265,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2266,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2269,Mcgonigle Canyon Os,Mcgonigle Canyon Open Space,Open Space, ,92130
2270,Del Mar Mesa Os,Del Mar Mesa Open Space,Open Space, ,92130
2271,Sandrock Canyon Os Park,Sandrock Canyon Open Space Park,Open Space, ,92123
2272,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2273,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2275,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2279,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2280,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2282,Shaw Valley Os,Shaw Valley Open Space,Open Space, ,92130
2283,Tecolote Canyon Natural Os Park,Tecolote Canyon Natural Open Space Park,Open Space, ,92110
2285,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2287,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2288,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2289,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2290,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2294,Fairbanks Country Club Os,Fairbanks Country Club Open Space,Open Space, ,92067
2296,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2297,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2298,Otay Mitigation Site,Otay Mitigation Site,Open Space, ,92154
2304,Fairbrook Np,Fairbrook Park,Local, ,92131
2305,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2307,Marian Bear Os Park,Marian Bear Open Space Park,Open Space, ,92117
2309,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2310,Del Mar Mesa Mitigation,Del Mar Mesa Mitigation,Open Space, ,92130
2311,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2312,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2313,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2316,Radio Canyon Extension Os,Radio Canyon Extension Open Space,Open Space, ,92114
2317,Maple Canyon Os,Maple Canyon Open Space,Open Space, ,92103
2318,Rancho Mission Canyon Os,Rancho Mission Canyon Open Space,Open Space, ,92120
2319,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2320,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2321,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2322,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2324,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2325,Rancho Mission Canyon Os,Rancho Mission Canyon Open Space,Open Space, ,92120
2326,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2331,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2336,Navajo Canyon Os Park,Navajo Canyon Open Space Park,Open Space, ,92120
2338,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2339,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2340,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2344,Carmel Valley Cvrep,Carmel Valley Cvrep,Open Space, ,92130
2351,Scripps Miramar Os,Scripps Miramar Os,Open Space, ,92126
2352,Scripps Miramar Os,Scripps Miramar Os,Open Space, ,92126
2353,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2354,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2357,Buena Vista Lagoon Nature Center,Buena Vista Lagoon Nature Center,Local,2202 S. Coast Hwy,92054
2358,Tecolote Canyon Natural Os Park,Tecolote Canyon Natural Open Space Park,Open Space, ,92110
2364,Maple Canyon Os,Maple Canyon Open Space,Open Space, ,92103
2366,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2367,Marian Bear Os Park,Marian Bear Open Space Park,Open Space, ,92117
2368,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2369,Indian Hill Os Park,Indian Hill Open Space Park,Open Space, ,92103
2371,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2373,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2374,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2375,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2376,Navajo Canyon Os Park,Navajo Canyon Open Space Park,Open Space, ,92120
2377,Tecolote Canyon Natural Os Park,Tecolote Canyon Natural Open Space Park,Open Space, ,92110
2378,Carmel Mountain Os,Carmel Mountain Open Space,Open Space, ,92128
2380,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2381,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2382,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2383,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2384,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2385,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2391,Mira Mesa Vernal Pool Os,Mira Mesa Vernal Pool Open Space,Open Space, ,92126
2392,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2393,Ocean View Hills Os,Ocean View Hills Open Space,Open Space, ,92154
2394,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2395,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2399,Eugene Place Os,Eugene Place Open Space,Open Space, ,92116
2400,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2405,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2406,Tecolote Canyon Natural Os Park,Tecolote Canyon Natural Open Space Park,Open Space, ,92110
2407,Valencia Canyon Os,Valencia Canyon Open Space,Open Space, ,91977
2410,Adobe Falls Park Os,Adobe Falls Park Open Space,Open Space, ,92120
2411,Canyon Hills Os,Canyon Hills Open Space,Open Space, ,92126
2413,Otay Mitigation Site,Otay Mitigation Site,Open Space, ,92154
2416,Tierrasanta Os,Tierrasanta Open Space,Open Space, ,92124
2418,Ivey Ranch Park,Ivey Ranch Park,Local,4101 Mission Avenue,92057
2419,Melba Bishop Park,Melba Bishop Park,Local,5306 North River Road,92057
2420,Oceanside Dog Park,Oceanside Dog Park,Local,Jones & Slr,92058
2423,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2427,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2428,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2429,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2430,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2431,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2432,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2433,Joseph Balderrama Park,Joseph Balderrama Park,Local,709 San Diego Street,92058
2435,Encanto Park,Encanto Park,Open Space, ,92114
2437,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2438,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2441,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2442,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2443,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2444,"Martin Luther King, Jr. Park","Martin Luther King, Jr. Park",Local,4300 Mesa Drive,92114
2450,Del Mar Mesa Mitigation,Del Mar Mesa Mitigation,Open Space, ,92130
2452,Scripps Miramar Os,Scripps Miramar Open Space,Open Space, ,92126
2457,Penasquitos Lagoon Os,Penasquitos Lagoon Open Space,Open Space, ,92121
2460,Joseph Carrasco Park,Joseph Carrasco Park,Local,Skylark Drive & Partridge,92054
2462,Radio Canyon Extension Os,Radio Canyon Extension Os,Open Space, ,92114
2463,Libby Lake Park,Libby Lake Park,Local,424 Calle Montecito,92057
2464,Buddy Todd Park,Buddy Todd Park,Local,Mesa Drive And Parnassus Circle,92054
2465,Marian Bear Os Park,Marian Bear Os Park,Open Space, ,92117
2466,Marian Bear Os Park,Marian Bear Os Park,Open Space, ,92117
2467,Marian Bear Os Park,Marian Bear Os Park,Open Space, ,92117
2468,Marian Bear Os Park,Marian Bear Os Park,Open Space, ,92117
2476,Clear. Site 761,Clear. Site 761,Open Space, ,92114
2480,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2483,Tecolote Canyon Natural Os Park,Tecolote Canyon Natural Open Space Park,Open Space, ,92110
2484,Mission Trails Os,Mission Trails Open Space,Open Space, ,92120
2486,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2491,Marian Bear Os Park,Marian Bear Os Park,Open Space, ,92117
2492,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2493,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2495,Scripps Miramar Os,Scripps Miramar Os,Open Space, ,92126
2497,Marian Bear Os Park,Marian Bear Os Park,Open Space, ,92117
2500,Mission Valley Preserve,Mission Valley Preserve,Open Space, ,92110
2507,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2508,Otay Valley Regional Park,Otay Valley Regional Park,Open Space, ,92173
2513,Rancho Mission Canyon Os,Rancho Mission Canyon Open Space,Open Space, ,92120
2516,Bub Williamson Park,Bub Williamson Park,Local,530 Grapevine Rd,92083
2518,Veterans Memorial Park,Veterans Memorial Park,Local,Paseo Santa Fe,92037
2519,Soroptomist Parkette,Soroptomist Parkette,Local,Vista Village Dr. At S. Santa Fe Avenue,92083
2530,Old Trolley Barn Park,Old Trolley Barn Park,Open Space, ,92116
